"Section"	"section_id"	"req_id"	"full_key"	"key_as_number"	"requirement"	"Test Availability"	"search_roots"	"search_terms"	"manual_search_terms"	"not_search_terms"	"not_files"	"max_matches"	"class_defs"	"methods"	"modules"	"protected"	"class_def"	"method"	"module"	"file_name"	"matched_files"	"methods_string"	"urls"	"method_text"	"matched_terms"	"qualified_method"	"Annotation?"	"New Req for S?"	"New CTS for S?"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"CDD Bug Id"	"Area"	"Shortened"	"Test Level"
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorBatchingFifoTest"	"testUncalMagnetometerFifoLength"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorBatchingFifoTest.java"	""	"public void testUncalMagnetometerFifoLength() throws Throwable {
        if (!mHasHifiSensors) return;
        runBatchingSensorFifoTest(
                Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED,
                getReservedFifoLength(Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED));
    }"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorParameterRangeTest"	"testUncalMagnetometerFifoLength"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorParameterRangeTest.java"	""	"public void testUncalMagnetometerFifoLength() throws Throwable {
        if (!mHasHifiSensors) return;
        checkMinFifoLength(
                Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED,
                UNCAL_MAGNETOMETER_MIN_FIFO_LENGTH);
    }"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.helpers.SensorRatePermissionDirectReportTestHelper"	"toList"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/helpers/SensorRatePermissionDirectReportTestHelper.java"	""	"public void test/*
 *.
 */

package android.hardware.cts.helpers;

import android.content.Context;
import android.hardware.HardwareBuffer;
import android.hardware.Sensor;
import android.hardware.SensorDirectChannel;
import android.hardware.SensorManager;
import android.hardware.SensorPrivacyManager;
import android.hardware.cts.SensorDirectReportTest;

import com.android.compatibility.common.util.ShellUtils;
import com.android.compatibility.common.util.SystemUtil;

import com.google.common.collect.ImmutableSet;

import org.junit.Assert;
import org.junit.Assume;

import java.nio.ByteBuffer;
import java.nio.ByteOrder;
import java.util.List;
import java.util.concurrent.TimeUnit;
import java.util.stream.Collectors;

/**
 * A helper class to test sampling rates of direct sensor channels.
 */
public class SensorRatePermissionDirectReportTestHelper {
    public static final int CAPPED_SAMPLE_RATE_HZ = 200;
    public static final int CAPPED_DIRECT_REPORT_RATE_LEVEL = SensorDirectChannel.RATE_NORMAL;
    // Set of sensors that are throttled
    public static final ImmutableSet<Integer> CAPPED_SENSOR_TYPE_SET = ImmutableSet.of(
            Sensor.TYPE_ACCELEROMETER,
            Sensor.TYPE_ACCELEROMETER_UNCALIBRATED,
            Sensor.TYPE_GYROSCOPE,
            Sensor.TYPE_GYROSCOPE_UNCALIBRATED,
            Sensor.TYPE_MAGNETIC_FIELD,
            Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED
    );
    public static final int TEST_RUN_TIME_PERIOD_MILLISEC = 1000;
    public static final int SENSORS_EVENT_SIZE = 104;

    static {
        System.loadLibrary(""cts-sensors-ndk-jni"");
    }

    private final SensorManager mSensorManager;

    private Sensor mSensor;

    public SensorRatePermissionDirectReportTestHelper(Context context, int sensorType) {
        mSensorManager = context.getSystemService(SensorManager.class);
        mSensor = null;
        for (Sensor sensor : mSensorManager.getSensorList(sensorType)) {
            if (!CAPPED_SENSOR_TYPE_SET.contains(sensor.getType())) {
                continue;
            }
            if (sensor.isDirectChannelTypeSupported(SensorDirectChannel.TYPE_HARDWARE_BUFFER)) {
                mSensor = sensor;
                break;
            }
        }
        Assume.assumeTrue(""Failed to find a sensor!"", mSensor != null);
    }

    private static native boolean nativeReadHardwareBuffer(HardwareBuffer hardwareBuffer,
            byte[] buffer, int srcOffset, int destOffset, int count);

    public static double computeAvgRate(List<SensorDirectReportTest.DirectReportSensorEvent> events,
            long startTimestamp, long endTimestamp) {

        List<SensorDirectReportTest.DirectReportSensorEvent> filteredEvents = events.stream()
                .filter(event -> event.ts > startTimestamp && event.ts < endTimestamp)
                .collect(Collectors.toList());

        double rate = Double.MIN_VALUE;
        int numOfEvents = filteredEvents.size();
        if (numOfEvents >= 2) {
            long lastTimestamp = filteredEvents.get(numOfEvents - 1).ts;
            long firstTimestamp = filteredEvents.get(0).ts;
            rate = SensorCtsHelper.getFrequency(
                    (lastTimestamp - firstTimestamp) / (numOfEvents - 1),
                    TimeUnit.NANOSECONDS);
        }
        return rate;
    }

    public Sensor getSensor() {
        return mSensor;
    }

    /**
     * Error message being shown in Assert statements of unit tests when the sampling rate exceeds
     * the allowed capped rate.
     */
    public String errorWhenExceedCappedRate() {
        return String.format(
                ""%s: Sampling rate is expected to be less than or equal to %d (Hz)"",
                mSensor.getName(),
                CAPPED_SAMPLE_RATE_HZ);
    }

    /**
     * Error message being shown in Assert statements of unit tests when the sampling rate is below
     * its expected rate.
     */
    public String errorWhenBelowExpectedRate() {
        return String.format(
                ""%s: Sampling rate is expected to larger than to %d (Hz)"",
                mSensor.getName(),
                CAPPED_SAMPLE_RATE_HZ);
    }

    /**
     * Flip the microphone toggle to off and assert that it is indeed off.
     */
    public void flipAndAssertMicToggleOff(int userID, SensorPrivacyManager spm) {
        ShellUtils.runShellCommand(""cmd sensor_privacy disable "" + userID + "" microphone"");
        SystemUtil.runWithShellPermissionIdentity(() -> {
            Assert.assertTrue(""Failed to switch the mic toggle off!"",
                    !spm.isSensorPrivacyEnabled(SensorPrivacyManager.Sensors.MICROPHONE));
        });
    }

    /**
     * Flip the microphone toggle to off and assert that it is indeed on.
     */
    public void flipAndAssertMicToggleOn(int userID, SensorPrivacyManager spm) {
        ShellUtils.runShellCommand(""cmd sensor_privacy enable "" + userID + "" microphone"");
        SystemUtil.runWithShellPermissionIdentity(() -> {
            Assert.assertTrue(""Failed to switch the mic toggle on!"",
                    spm.isSensorPrivacyEnabled(SensorPrivacyManager.Sensors.MICROPHONE));
        });
    }

    /**
     * Configure a direct channel and return the sensor data in a DirectReportSensorEvent list.
     */
    public List<SensorDirectReportTest.DirectReportSensorEvent> getSensorEvents(int rateLevel)
            throws InterruptedException {
        int sensorEventCount = 2000; // 800 Hz * 2.2 * 1s + extra
        int sharedMemorySize = sensorEventCount * SENSORS_EVENT_SIZE;
        HardwareBuffer hardwareBuffer = HardwareBuffer.create(
                sharedMemorySize, 1, HardwareBuffer.BLOB, 1,
                HardwareBuffer.USAGE_CPU_READ_OFTEN | HardwareBuffer.USAGE_GPU_DATA_BUFFER
                        | HardwareBuffer.USAGE_SENSOR_DIRECT_DATA);

        SensorDirectChannel channel = mSensorManager.createDirectChannel(hardwareBuffer);
        int token = channel.configure(mSensor, rateLevel);
        SensorCtsHelper.sleep(TEST_RUN_TIME_PERIOD_MILLISEC, TimeUnit.MILLISECONDS);
        channel.configure(mSensor, SensorDirectChannel.RATE_STOP);
        List<SensorDirectReportTest.DirectReportSensorEvent> events =
                readEventsFromHardwareBuffer(token, hardwareBuffer, sensorEventCount);
        channel.close();
        hardwareBuffer.close();
        return events;
    }

    /**
     * Parse HardwareBuffer to return a list of DirectReportSensorEvents
     */
    public List<SensorDirectReportTest.DirectReportSensorEvent> readEventsFromHardwareBuffer(
            int token, HardwareBuffer hardwareBuffer, int sensorEventCount) {
        int sharedMemorySize = sensorEventCount * SENSORS_EVENT_SIZE;
        SensorDirectReportTest.EventPool eventPool = new SensorDirectReportTest.EventPool(
                10 * sensorEventCount);
        ByteBuffer byteBuffer = ByteBuffer.allocate(sharedMemorySize);
        byte[] buffer = byteBuffer.array();
        byteBuffer.order(ByteOrder.nativeOrder());
        nativeReadHardwareBuffer(hardwareBuffer, buffer, 0, 0, sharedMemorySize);
        List<SensorDirectReportTest.DirectReportSensorEvent> events =
                SensorDirectReportTest.parseEntireBuffer(token, eventPool, byteBuffer,
                        sharedMemorySize);
        eventPool.reset();
        byteBuffer.clear();
        return events;
    }
}"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorSupportTest"	"testSupportsMagneticFieldUncalibrated"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorSupportTest.java"	""	"public void testSupportsMagneticFieldUncalibrated() {
        checkHifiVrSensorSupport(Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED);
    }

    @CddTest(requirement=""7.3.9/C-2-7"")"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorSupportTest"	"testSupportsRotationVectorIfHasAGM"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorSupportTest.java"	""	"public void testSupportsRotationVectorIfHasAGM() {
        if (mHasAccel && mHasGyro && mHasMag) {
            assertTrue(hasSensorType(Sensor.TYPE_ROTATION_VECTOR));
        }
    }

    private boolean sensorRequiredForVrHighPerformanceMode(int sensorType) {
        if (sensorType == Sensor.TYPE_ACCELEROMETER ||
            sensorType == Sensor.TYPE_ACCELEROMETER_UNCALIBRATED ||
            sensorType == Sensor.TYPE_GYROSCOPE ||
            sensorType == Sensor.TYPE_GYROSCOPE_UNCALIBRATED ||
            sensorType == Sensor.TYPE_MAGNETIC_FIELD ||
            sensorType == Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED) {
            return true;
        } else {
            return false;
        }
    }

    private void checkHifiVrSensorSupport(int sensorType) {
        boolean isVrSensor = mVrHighPerformanceModeSupported &&
            sensorRequiredForVrHighPerformanceMode(sensorType);
        if (mAreHifiSensorsSupported || isVrSensor) {
            Sensor sensor = mSensorManager.getDefaultSensor(sensorType);
            assertTrue(sensor != null);
            if (isVrSensor && mIsVrHeadset) {
                assertTrue(sensor.isDirectChannelTypeSupported(SensorDirectChannel.TYPE_HARDWARE_BUFFER));
            }
        }
    }

    private boolean hasSensorType(int sensorType) {
        return (mSensorManager != null && mSensorManager.getDefaultSensor(sensorType) != null);
    }
}"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorBatchingTests"	"testMagneticFieldUncalibrated_fastest_batching"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorBatchingTests.java"	""	"public void testMagneticFieldUncalibrated_fastest_batching() throws Throwable {
        runBatchingSensorTest(Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED, RATE_FASTEST, BATCHING_PERIOD);
    }"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorBatchingTests"	"testMagneticFieldUncalibrated_50hz_batching"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorBatchingTests.java"	""	"public void testMagneticFieldUncalibrated_50hz_batching() throws Throwable {
        runBatchingSensorTest(Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED, RATE_50HZ, BATCHING_PERIOD);
    }"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorBatchingTests"	"testMagneticFieldUncalibrated_fastest_flush"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorBatchingTests.java"	""	"public void testMagneticFieldUncalibrated_fastest_flush() throws Throwable {
        runFlushSensorTest(Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED, RATE_FASTEST, BATCHING_PERIOD);
    }"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.SensorBatchingTests"	"testMagneticFieldUncalibrated_50hz_flush"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/SensorBatchingTests.java"	""	"public void testMagneticFieldUncalibrated_50hz_flush() throws Throwable {
        runFlushSensorTest(Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED, RATE_50HZ, BATCHING_PERIOD);
    }"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
"7.3.2  . Magnetometer"	"7.3.2"	"C-1-10"	"7.3.2/C-1-10"	"07030200.670110"	"""C-1-10] MUST implement the TYPE_MAGNETIC_FIELD_UNCALIBRATED sensor. If device implementations include a 3-axis magnetometer, an accelerometer sensor, and a 3-axis gyroscope sensor, they:"""	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	"android.hardware.cts.helpers.SensorRatePermissionEventConnectionTestHelper"	"toList"	"CtsSensorTestCases"	"/home/gpoor/cts-12-source/cts/tests/sensor/src/android/hardware/cts/helpers/SensorRatePermissionEventConnectionTestHelper.java"	""	"public void test/*
 *.
 */

package android.hardware.cts.helpers;

import android.hardware.Sensor;
import android.hardware.SensorPrivacyManager;
import android.os.Handler;

import com.android.compatibility.common.util.ShellUtils;
import com.android.compatibility.common.util.SystemUtil;

import com.google.common.collect.ImmutableSet;

import org.junit.Assert;

import java.util.List;
import java.util.concurrent.CountDownLatch;
import java.util.concurrent.TimeUnit;
import java.util.stream.Collectors;

/**
 * A helper class to test sensor APIs related to sampling rates of SensorEventConnections.
 */
public class SensorRatePermissionEventConnectionTestHelper {
    public static final int CAPPED_SAMPLE_RATE_HZ = 220; // Capped rate 200 Hz + 10% headroom
    // Set of sensors that are throttled
    public static final ImmutableSet<Integer> CAPPED_SENSOR_TYPE_SET = ImmutableSet.of(
            Sensor.TYPE_ACCELEROMETER,
            Sensor.TYPE_ACCELEROMETER_UNCALIBRATED,
            Sensor.TYPE_GYROSCOPE,
            Sensor.TYPE_GYROSCOPE_UNCALIBRATED,
            Sensor.TYPE_MAGNETIC_FIELD,
            Sensor.TYPE_MAGNETIC_FIELD_UNCALIBRATED
    );

    private final TestSensorEnvironment mTestSensorEnvironment;
    private final TestSensorManager mTestSensorManager;

    public SensorRatePermissionEventConnectionTestHelper(TestSensorEnvironment environment) {
        mTestSensorEnvironment = environment;
        mTestSensorManager = new TestSensorManager(mTestSensorEnvironment);
    }

    public static double computeAvgRate(List<TestSensorEvent> events,
            long startTimestamp, long endTimestamp) {

        List<TestSensorEvent> filteredEvents = events.stream()
                .filter(event -> event.timestamp > startTimestamp && event.timestamp < endTimestamp)
                .collect(Collectors.toList());

        double rate = Double.MIN_VALUE;
        int numOfEvents = filteredEvents.size();
        if (numOfEvents >= 2) {
            long lastTimestamp = filteredEvents.get(numOfEvents - 1).timestamp;
            long firstTimestamp = filteredEvents.get(0).timestamp;
            rate = SensorCtsHelper.getFrequency(
                    (lastTimestamp - firstTimestamp) / (numOfEvents - 1),
                    TimeUnit.NANOSECONDS);
        }
        return rate;
    }

    /**
     * Error message being shown in Assert statements of unit tests when the sampling rate exceeds
     * the allowed capped rate.
     */
    public String errorWhenExceedCappedRate() {
        Sensor sensor = mTestSensorEnvironment.getSensor();
        return String.format(
                ""%s: Sampling rate is expected to be less than or equal to %d (Hz)"",
                sensor.getName(),
                CAPPED_SAMPLE_RATE_HZ);
    }

    /**
     * Error message being shown in Assert statements of unit tests when the sampling rate is below
     * its expected rate.
     */
    public String errorWhenBelowExpectedRate() {
        Sensor sensor = mTestSensorEnvironment.getSensor();
        return String.format(
                ""%s: Sampling rate is expected to larger than to %d (Hz)"",
                sensor.getName(),
                CAPPED_SAMPLE_RATE_HZ);
    }

    /**
     * Flip the microphone toggle to off and assert that it is indeed off.
     */
    public void flipAndAssertMicToggleOff(int userID, SensorPrivacyManager spm) {
        ShellUtils.runShellCommand(""cmd sensor_privacy disable "" + userID + "" microphone"");
        SystemUtil.runWithShellPermissionIdentity(() -> {
            Assert.assertTrue(""Failed to switch the mic toggle off!"",
                    !spm.isSensorPrivacyEnabled(SensorPrivacyManager.Sensors.MICROPHONE));
        });
    }

    /**
     * Flip the microphone toggle to off and assert that it is indeed on.
     */
    public void flipAndAssertMicToggleOn(int userID, SensorPrivacyManager spm) {
        ShellUtils.runShellCommand(""cmd sensor_privacy enable "" + userID + "" microphone"");
        SystemUtil.runWithShellPermissionIdentity(() -> {
            Assert.assertTrue(""Failed to switch the mic toggle on!"",
                    spm.isSensorPrivacyEnabled(SensorPrivacyManager.Sensors.MICROPHONE));
        });
    }

    /**
     * Register a listener and waits until there are numOfEvents events
     *
     * @param specifyHandler true if a {@link Handler} is associated with the instance.
     */
    public List<TestSensorEvent> getSensorEvents(boolean specifyHandler, int numOfEvents)
            throws InterruptedException {
        TestSensorEventListener listener = new TestSensorEventListener(mTestSensorEnvironment);
        CountDownLatch eventLatch = mTestSensorManager.registerListener(
                listener,
                numOfEvents,
                specifyHandler);
        listener.waitForEvents(eventLatch, numOfEvents, false);
        List<TestSensorEvent> testSensorEventList = listener.getCollectedEvents();
        listener.clearEvents();
        mTestSensorManager.unregisterListener();
        return testSensorEventList;
    }
}"	""	""	"TYPE_MAGNETIC_FIELD_UNCALIBRATED"	""	""	""	""	""	""	""	""	""	""
