"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"com.google.android.cts.deviceowner.DeviceOwnerTest"	"isTrue"	""	"4: Owner deviceowner user Device"	"([49:/com/google/android/cts/deviceowner/DeviceOwnerTest.java]:[Device]:[49]:method_text:[evice owner and has work policy info, then we should have a Privacy     * entry for it.     */   ])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/settings/app/DeviceOwnerApp/src/com/google/android/cts/deviceowner/DeviceOwnerTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"com.google.android.cts.deviceowner.DeviceOwnerTest"	"testDeviceOwnerWithInfo"	""	"3: Owner deviceowner Device"	"([4:/com/google/android/cts/deviceowner/DeviceOwnerTest.java]:[Device]:[4]:method_text:[but doesn't have work policy info, then we shouldn't     * have a Privacy entry for it.     */   ])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/settings/app/DeviceOwnerApp/src/com/google/android/cts/deviceowner/DeviceOwnerTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"com.google.android.cts.deviceowner.DeviceOwnerTest"	"testDeviceOwnerWithoutInfo"	""	"4: Owner deviceowner Device without"	"([1:/com/google/android/cts/deviceowner/DeviceOwnerTest.java]:[without]:[1]:method_text:[ctive device owner, then we should not have a Privacy entry for work     * policy info.     */   ])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/settings/app/DeviceOwnerApp/src/com/google/android/cts/deviceowner/DeviceOwnerTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"com.google.android.cts.deviceowner.DeviceOwnerTest"	"testNonDeviceOwnerWithInfo"	""	"3: Owner deviceowner Device"	"([4:/com/google/android/cts/deviceowner/DeviceOwnerTest.java]:[Device]:[4]:method_text:[e work policy info, then we should     * not have a Privacy entry for work policy info.     */   ])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/settings/app/DeviceOwnerApp/src/com/google/android/cts/deviceowner/DeviceOwnerTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"com.google.android.cts.deviceowner.DeviceOwnerTest"	"testNonDeviceOwnerWithoutInfo"	""	"4: Owner deviceowner Device without"	"([1:/com/google/android/cts/deviceowner/DeviceOwnerTest.java]:[without]:[1]:method_text:[rkPolicyInfoActivity();        launchPrivacySettingsAndAssertWorkPolicyInfoIsNotShowing();    }}])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/settings/app/DeviceOwnerApp/src/com/google/android/cts/deviceowner/DeviceOwnerTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"com.google.android.cts.deviceowner.ClearDeviceOwnerTest"	"testClearDeviceOwner"	""	"4: Owner deviceowner remove Device"	"([2:/com/google/android/cts/deviceowner/ClearDeviceOwnerTest.java]:[Device]:[2]:method_text:[0 && mDevicePolicyManager.isAdminActive(cn); i++) {            Thread.sleep(100);        }    }}])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/settings/app/DeviceOwnerApp/src/com/google/android/cts/deviceowner/ClearDeviceOwnerTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"android.content.pm.cts.shortcut.backup.launcher3.ShortcutManagerPreBackupTest"	"testPreBackup"	""	"1: user"	"([3:/android/content/pm/cts/shortcut/backup/launcher3/ShortcutManagerPreBackupTest.java]:[user]:[3]:method_text:[ps().pinShortcuts(PUBLISHER3_PKG, list(""s1"", ""s3"", ""ms1""),                getUserHandle());    }}])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/backup/launcher3/src/android/content/pm/cts/shortcut/backup/launcher3/ShortcutManagerPreBackupTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"android.content.pm.cts.shortcut.backup.publisher4.ShortcutManagerPostBackupTest"	"testInvisibleIgnored"	""	"1: remove"	"([2:/android/content/pm/cts/shortcut/backup/publisher4/ShortcutManagerPostBackupTest.java]:[remove]:[2]:method_text:[t.                    assertTrue(TextUtils.isEmpty(si.getLongLabel()));                });    }}])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/backup/publisher4old/src/android/content/pm/cts/shortcut/backup/publisher4/ShortcutManagerPostBackupTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"android.content.pm.cts.shortcut.backup.launcher2.ShortcutManagerPreBackupTest"	"testPreBackup"	""	"1: user"	"([3:/android/content/pm/cts/shortcut/backup/launcher2/ShortcutManagerPreBackupTest.java]:[user]:[3]:method_text:[nShortcuts(PUBLISHER3_PKG, list(""s2"", ""s3"", ""ms1"", ""ms2""),                getUserHandle());    }}])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/backup/launcher2/src/android/content/pm/cts/shortcut/backup/launcher2/ShortcutManagerPreBackupTest.java"	""	""	""
"9.5  . Multi"	"9.5"	"C-3-4"	"9.5/C-3-4"	"clone deviceowner disallow provision remove"	"""C-3-4] MUST NOT allow the additional user profile to be created if there is a Device Owner provisioned (see section 3.9.1) or allow a Device Owner to be provisioned without removing the additional user profile first. <h3 id=""96_premium_sms_warning"" """	""	"android.content.pm.cts.shortcut.backup.launcher4.ShortcutManagerPreBackupTest"	"testPreBackup"	""	"1: user"	"([1:/android/content/pm/cts/shortcut/backup/launcher4/ShortcutManagerPreBackupTest.java]:[user]:[1]:method_text:[nShortcuts(PUBLISHER4_PKG, list(""s1"", ""s2"", ""ms1"", ""ms2""),                getUserHandle());    }}])"	"3.9.1 id=96_premium_sms_warning provisioned disallow Owner removing first. provision deviceowner user profile additional remove created Device re_tag:(?<!/)C\-3\-4 without"	"/home/gpoor/cts-12-source/cts/hostsidetests/shortcuts/deviceside/backup/launcher4old/src/android/content/pm/cts/shortcut/backup/launcher4/ShortcutManagerPreBackupTest.java"	""	""	""
