"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.keysets.KeySetPermissionsTest"	"testHasPerm"	""	"1: key"	"([4:/com/android/cts/keysets/KeySetPermissionsTest.java]:[key]:[4]:method_text:[ pm.checkPermission(KEYSET_PERM_NAME, KEYSET_APP_PKG) == PackageManager.PERMISSION_GRANTED);    }}])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/appsecurity/test-apps/keysets/testApp/src/com/android/cts/keysets/KeySetPermissionsTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.authboundkey.AuthBoundKeyAppTest"	"testGenerateAuthBoundKey"	""	"2: modes key"	"([38:/com/android/cts/authboundkey/AuthBoundKeyAppTest.java]:[key]:[38]:method_text:[    assertEquals(KeyProperties.AUTH_DEVICE_CREDENTIAL, info.getUserAuthenticationType());    }   ])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/appsecurity/test-apps/AuthBoundKeyApp/src/com/android/cts/authboundkey/AuthBoundKeyAppTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.authboundkey.AuthBoundKeyAppTest"	"testUseKey"	""	"1: key"	"([21:/com/android/cts/authboundkey/AuthBoundKeyAppTest.java]:[key]:[21]:method_text:[           return;        }        fail(""Expected an UnrecoverableKeyException or null"");    }}])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/appsecurity/test-apps/AuthBoundKeyApp/src/com/android/cts/authboundkey/AuthBoundKeyAppTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.PackageTest"	"testMultiplePackages"	"CtsMonkeyTestCases"	"2: length key"	"([3:/com/android/cts/monkey/PackageTest.java]:[key]:[3]:method_text:[ring input) {        return input.substring(0, Math.min(input.length(), MAX_ERROR_LENGTH));    }}])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/PackageTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.PackageTest"	"testSinglePackage"	"CtsMonkeyTestCases"	"1: key"	"([6:/com/android/cts/monkey/PackageTest.java]:[key]:[6]:method_text:[r2.cancel();            receiver2.clearBuffer();            receiver2 = null;        }    }   ])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/PackageTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.MonkeyTest"	"testIsMonkey"	"CtsMonkeyTestCases"	"1: key"	"([3:/com/android/cts/monkey/MonkeyTest.java]:[key]:[3]:method_text:[ShellCommand(MONKEY_CMD + "" -p "" + PKGS[0] + "" 1000"");        assertIsUserAMonkey(true);    }   ])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/MonkeyTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.MonkeyTest"	"testNotMonkey"	"CtsMonkeyTestCases"	"1: key"	"([13:/com/android/cts/monkey/MonkeyTest.java]:[key]:[13]:method_text:[           assertTrue(monkeyLogsFound);        } finally {            s.close();        }    }}])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/MonkeyTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.SeedTest"	"testSeed"	"CtsMonkeyTestCases"	"1: key"	"([1:/com/android/cts/monkey/SeedTest.java]:[key]:[1]:method_text:[      String out2 = mDevice.executeShellCommand(cmd1);        assertOutputs(out1, out2);    }   ])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/SeedTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.SeedTest"	"testSeed2"	"CtsMonkeyTestCases"	"1: key"	"([1:/com/android/cts/monkey/SeedTest.java]:[key]:[1]:method_text:[ith("":Sending"")) {                return line;            }        }        return null;    }}])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/SeedTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-11"	"9.9.3/C-1-11"	"length mandatory 9.9.3"	"""C-1-11] MUST use the mandatorily supported ciphers, key lengths and modes."""	""	"com.android.cts.monkey.CategoryTest"	"testDefaultCategories"	"CtsMonkeyTestCases"	"1: key"	"([4:/com/android/cts/monkey/CategoryTest.java]:[key]:[4]:method_text:[iver.cancel();            receiver.clearBuffer();            receiver = null;        }    }   ])"	"supported ciphers mandatorily mandatory C-1-11 lengths modes length 9.9.3 key"	"/home/gpoor/cts-12-source/cts/hostsidetests/monkey/src/com/android/cts/monkey/CategoryTest.java"	""	""	""
