"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.RestrictedStoragePermissionTest"	"testTargetingSdk29CanOptOutViaUpdate"	"CtsPermission2TestCases"	"1: tv"	"@AppModeFull
    public void testTargetingSdk29CanOptOutViaUpdate() throws Exception {
        installApp(APK_USES_STORAGE_DEFAULT_29, null);
        installApp(APK_USES_STORAGE_OPT_OUT_29, null);

        assertHasFullStorageAccess();
    }"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/RestrictedStoragePermissionTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.RestrictedStoragePermissionTest"	"testTargetingSdk29CanOptOutViaDowngradeTo28"	"CtsPermission2TestCases"	"1: tv"	"@AppModeFull
    public void testTargetingSdk29CanOptOutViaDowngradeTo28() throws Exception {
        installApp(APK_USES_STORAGE_DEFAULT_29, null);
        installApp(APK_USES_STORAGE_DEFAULT_28, null);

        assertHasFullStorageAccess();
    }"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/RestrictedStoragePermissionTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.ContactsProviderTest"	"testInsertContacts"	"CtsPermission2TestCases"	"1: tv"	"public void testInsertContacts() {
        try {
            getContext().getContentResolver().insert(ContactsContract.Contacts.CONTENT_URI,
                    new ContentValues());
        } catch (SecurityException e) {
            fail(""insert(ContactsContract.Contacts.CONTENT_URI) threw SecurityException"");
        } catch (UnsupportedOperationException e) {
            // It is okay for this fail in this manner.
        }
    }

    /**
     * Verifies that query(ContactsContract.Profile.CONTENT_URI) only requires
     * permission {@link android.Manifest.permission#READ_CONTACTS}.
     */
    @SmallTest"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/ContactsProviderTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.ContactsProviderTest"	"testInsertProfile"	"CtsPermission2TestCases"	"1: tv"	"public void testInsertProfile() {
     try {
         getContext().getContentResolver().insert(ContactsContract.Profile.CONTENT_URI,
                new ContentValues(0));
        } catch (SecurityException e) {
            fail(""insert(ContactsContract.Profile.CONTENT_URI) threw SecurityException"");
        } catch (UnsupportedOperationException e) {
            // It is okay for this fail in this manner.
        }
    }

    /**
     * Verifies that update(ContactsContract.Profile.CONTENT_URI) only requires
     * permission {@link android.Manifest.permission#WRITE_CONTACTS}.
     */
    @SmallTest"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/ContactsProviderTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.ContactsProviderTest"	"testUpdateProfile"	"CtsPermission2TestCases"	"1: tv"	"public void testUpdateProfile() {
        getContext().getContentResolver().update(ContactsContract.Profile.CONTENT_URI,
                new ContentValues(0), null, null);
    }
}"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/ContactsProviderTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.PermissionMaxSdkVersionTest"	"testMaxSdkInPast"	"CtsPermission2TestCases"	"1: being"	"public void testMaxSdkInPast() {
        int result = mContext.checkPermission(UNGRANTABLE_PERMISSION,
                Process.myPid(), Process.myUid());
        assertEquals(""Permissions with maxSdkVersion in the past should not be granted"",
                result,
                PackageManager.PERMISSION_DENIED);
    }

    /**
     * Verify that with android:maxSdkVersion set to a future API level,
     * the permission is being granted.
     */
    @SmallTest"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/PermissionMaxSdkVersionTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.NoWriteSecureSettingsPermissionTest"	"testWriteSecureSettings"	"CtsPermission2TestCases"	"1: tv"	"public void testWriteSecureSettings() {
        try {
            ContentValues values = new ContentValues();
            values.put(Settings.Secure.NAME, Settings.Secure.ACCESSIBILITY_ENABLED);
            values.put(Settings.Secure.VALUE, Boolean.TRUE);
            getContext().getContentResolver().insert(Settings.Secure.CONTENT_URI, values);
            fail(""expected SecurityException requiring ""
                    + Manifest.permission.WRITE_SECURE_SETTINGS);
        } catch (SecurityException expected) {
           /* do nothing */
        }
    }
}"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/NoWriteSecureSettingsPermissionTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.NoReceiveSmsPermissionTest"	"testReceiveTextMessage"	"CtsPermission2TestCases"	"1: live"	"public void testReceiveTextMessage() {
        PackageManager packageManager = mContext.getPackageManager();
        if (!packageManager.hasSystemFeature(PackageManager.FEATURE_TELEPHONY)) {
            return;
        }

        // register our test receiver to receive SMSs. This won't throw a SecurityException,
        // so test needs to wait to determine if it actual receives an SMS
        // admittedly, this is a weak verification
        // this test should be used in conjunction with a test that verifies an SMS can be
        // received successfully using the same logic if all permissions are in place
        IllegalSmsReceiver receiver = new IllegalSmsReceiver();
        IntentFilter filter = new IntentFilter();
        filter.addAction(TELEPHONY_SMS_RECEIVED);
        filter.addAction(MESSAGE_SENT_ACTION);
        filter.addAction(MESSAGE_STATUS_RECEIVED_ACTION);

        getContext().registerReceiver(receiver, filter);
        sendSMSToSelf(""test"");
        synchronized(receiver) {
            try {
                receiver.wait(WAIT_TIME);
            } catch (InterruptedException e) {
                Log.w(LOG_TAG, ""wait for sms interrupted"");
            }
        }

        assertTrue(""[RERUN] Sms not sent successfully. Check signal."",
                receiver.isMessageSent());
        assertFalse(""Sms received without proper permissions"", receiver.isSmsReceived());
    }

    /**
     * Verify that without {@link android.Manifest.permission#RECEIVE_SMS} that an SMS sent
     * containing a nonce from {@link SmsManager#createAppSpecificSmsToken} is delivered
     * to the app.
     */"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/NoReceiveSmsPermissionTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.NoReceiveSmsPermissionTest"	"testAppSpecificSmsToken"	"CtsPermission2TestCases"	"1: live"	"public void testAppSpecificSmsToken() {
        PackageManager packageManager = mContext.getPackageManager();
        if (!packageManager.hasSystemFeature(PackageManager.FEATURE_TELEPHONY)) {
            return;
        }

        AppSpecificSmsReceiver receiver = new AppSpecificSmsReceiver();
        IntentFilter filter = new IntentFilter();
        filter.addAction(TELEPHONY_SMS_RECEIVED);
        filter.addAction(MESSAGE_SENT_ACTION);
        filter.addAction(MESSAGE_STATUS_RECEIVED_ACTION);
        filter.addAction(APP_SPECIFIC_SMS_RECEIVED_ACTION);
        getContext().registerReceiver(receiver, filter);

        PendingIntent receivedIntent = PendingIntent.getBroadcast(getContext(), 0,
                new Intent(APP_SPECIFIC_SMS_RECEIVED_ACTION), PendingIntent.FLAG_ONE_SHOT | PendingIntent.FLAG_MUTABLE_UNAUDITED);

        String token = SmsManager.getDefault().createAppSpecificSmsToken(receivedIntent);
        String message = ""test message, token="" + token;
        sendSMSToSelf(message);
        synchronized(receiver) {
            try {
                receiver.wait(WAIT_TIME);
            } catch (InterruptedException e) {
                Log.w(LOG_TAG, ""wait for sms interrupted"");
            }
        }

        assertTrue(""[RERUN] Sms not sent successfully. Check signal."",
                receiver.isMessageSent());
        assertFalse(""Sms received without proper permissions"", receiver.isSmsReceived());
        assertTrue(""App specific SMS intent not triggered"", receiver.isAppSpecificSmsReceived());
    }

    private void sendSMSToSelf(String message) {
        PendingIntent sentIntent = PendingIntent.getBroadcast(getContext(), 0,
                new Intent(MESSAGE_SENT_ACTION), PendingIntent.FLAG_ONE_SHOT | PendingIntent.FLAG_MUTABLE_UNAUDITED);
        PendingIntent deliveryIntent = PendingIntent.getBroadcast(getContext(), 0,
                new Intent(MESSAGE_STATUS_RECEIVED_ACTION), PendingIntent.FLAG_ONE_SHOT | PendingIntent.FLAG_MUTABLE_UNAUDITED);

        TelephonyManager telephony = (TelephonyManager)
                 getContext().getSystemService(Context.TELEPHONY_SERVICE);
        // get current phone number
        String currentNumber = telephony.getLine1Number();
        assertFalse(""[RERUN] SIM card does not provide phone number. Use a suitable SIM Card."",
                TextUtils.isEmpty(currentNumber));

        Log.i(LOG_TAG, String.format(""Sending SMS to self: %s"", currentNumber));
        sendSms(currentNumber, message, sentIntent, deliveryIntent);
    }

    protected void sendSms(String currentNumber, String text, PendingIntent sentIntent,
            PendingIntent deliveryIntent) {
        SmsManager.getDefault().sendTextMessage(currentNumber, null, text, sentIntent,
                deliveryIntent);
    }

    /**
     * A receiver that tracks if message was sent and received
     */
    public class IllegalSmsReceiver extends BroadcastReceiver {

        private boolean mIsSmsReceived = false;
        private boolean mIsMessageSent = false;

        public void onReceive(Context context, Intent intent) {
            if (TELEPHONY_SMS_RECEIVED.equals(intent.getAction())) {
                // this is bad, received sms without having SMS permission
                setSmsReceived();
            } else if (MESSAGE_STATUS_RECEIVED_ACTION.equals(intent.getAction())) {
                handleResultCode(getResultCode(), ""delivery"");
            } else if (MESSAGE_SENT_ACTION.equals(intent.getAction())) {
                handleResultCode(getResultCode(), ""sent"");
            } else {
                Log.w(LOG_TAG, String.format(""unknown intent received: %s"", intent.getAction()));
            }

        }

        public boolean isSmsReceived() {
            return mIsSmsReceived;
        }

        private synchronized void setSmsReceived() {
            mIsSmsReceived = true;
            notify();
        }

        public boolean isMessageSent() {
            return mIsMessageSent;
        }

        private void handleResultCode(int resultCode, String action) {
            if (resultCode == Activity.RESULT_OK) {
                Log.i(LOG_TAG, String.format(""message %1$s successful"", action));
                setMessageSentSuccess();
            } else {
                setMessageSentFailure();
                String reason = getErrorReason(resultCode);
                Log.e(LOG_TAG, String.format(""message %1$s failed: %2$s"", action, reason));
            }
        }

        private synchronized void setMessageSentSuccess() {
            mIsMessageSent = true;
            // set this to true, but don't notify receiver since we don't know if message received
            // yet
        }

        private synchronized void setMessageSentFailure() {
            mIsMessageSent = false;
            // test environment failure, notify observer so it can stop listening
            // TODO: should test retry?
            notify();
        }

        private String getErrorReason(int resultCode) {
            switch (resultCode) {
                case SmsManager.RESULT_ERROR_GENERIC_FAILURE:
                    return ""generic failure"";
                case SmsManager.RESULT_ERROR_NO_SERVICE:
                    return ""no service"";
                case SmsManager.RESULT_ERROR_NULL_PDU:
                    return ""null pdu"";
                case SmsManager.RESULT_ERROR_RADIO_OFF:
                    return ""Radio off"";
            }
            return ""unknown"";
        }
    }

    public class AppSpecificSmsReceiver extends IllegalSmsReceiver {
        private boolean mAppSpecificSmsReceived = false;

        @Override
        public void onReceive(Context context, Intent intent) {
            if (APP_SPECIFIC_SMS_RECEIVED_ACTION.equals(intent.getAction())) {
                mAppSpecificSmsReceived = true;
            } else {
                super.onReceive(context, intent);
            }
        }

        public boolean isAppSpecificSmsReceived() {
            return mAppSpecificSmsReceived;
        }
    }
}"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/NoReceiveSmsPermissionTest.java"	""	""	""
"2.3.5  . Security Model"	"9.8.2"	"T-5-1"	"9.8.2/T-5-1"	"tv television"	"""[9.8.2/T-5-1] MUST display the camera indicator when an app is accessing live camera data, but not when the camera is only being accessed by app(s) holding the roles called out in Section 9.1 Permissions with CDD identifier [C-3-X]. ["""	""	"android.permission2.cts.IntelligenceRolesPolicyTest"	"testNoInternetPermissionRequested"	"CtsPermission2TestCases"	"1: being"	"public void testNoInternetPermissionRequested() throws Exception {
        assumeTrue(ApiLevelUtil.isAtLeast(Build.VERSION_CODES.S));

        String packageName = sContext.getResources().getString(mConfigKey);
        assumeTrue(!Strings.isNullOrEmpty(packageName));

        List<String> requestedPermissions;

        try {
            requestedPermissions = getRequestedPermissions(sContext, packageName);
        } catch (PackageManager.NameNotFoundException e) {
            // A package is not found, despite overlay config pointing to it. Strictly speaking that
            // means that the policy for being an intelligence role is fulfilled.
            return;
        }

        assertWithMessage(""Package "" + packageName + ""MUST NOT request INTERNET permission. ""
                + ""Instead packages MUST access the internet through well-defined APIs in an open ""
                + ""source project."")
                .that(requestedPermissions)
                .doesNotContain(android.Manifest.permission.INTERNET);
    }

    private static List<String> getRequestedPermissions(Context context, String pkg)
            throws PackageManager.NameNotFoundException {
        PackageInfo packageInfo = context.getPackageManager()
                .getPackageInfo(pkg, PackageManager.GET_PERMISSIONS);

        return Arrays.asList(packageInfo.requestedPermissions);
    }
}"	"being indicator roles live camera C-3-X tv CDD identifier television 2/T-5-1 app(s)"	"/home/gpoor/cts-12-source/cts/tests/tests/permission2/src/android/permission2/cts/IntelligenceRolesPolicyTest.java"	""	""	""
