"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.iput_byte.Test_iput_byte"	"testN4"	""	"1: 14"	"([3:/dot/junit/opcodes/iput_byte/Test_iput_byte.java]:[14]:[3]:method_text:[s(77, t.getProtectedField());    }    /**     * @title expected NullPointerException     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/iput_byte/Test_iput_byte.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.iput_byte.Test_iput_byte"	"testVFE5"	""	"1: 14"	"([1:/dot/junit/opcodes/iput_byte/Test_iput_byte.java]:[14]:[1]:method_text:[ doesn't match opcode - attempt to modify double     * field with single-width register     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/iput_byte/Test_iput_byte.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.iput_byte.Test_iput_byte"	"testVFE14"	""	"1: 14"	"([1:/dot/junit/opcodes/iput_byte/Test_iput_byte.java]:[14]:[1]:method_text:[/**     *     * @constraint B1     * @title iput-byte shall not work for short fields     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/iput_byte/Test_iput_byte.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.mul_double.Test_mul_double"	"testN1"	""	"1: 14"	"([2:/dot/junit/opcodes/mul_double/Test_mul_double.java]:[14]:[2]:method_text:[78000000000002d, t.run(2.7d, 3.14d));    }    /**     * @title Arguments = 0, -3.14d     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/mul_double/Test_mul_double.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.mul_double.Test_mul_double"	"testN2"	""	"1: 14"	"([2:/dot/junit/opcodes/mul_double/Test_mul_double.java]:[14]:[2]:method_text:[ertEquals(-0d, t.run(0, -3.14d));    }    /**     * @title Arguments = -2.7d, -3.14d     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/mul_double/Test_mul_double.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.mul_double.Test_mul_double"	"testN3"	""	"1: 14"	"([1:/dot/junit/opcodes/mul_double/Test_mul_double.java]:[14]:[1]:method_text:[n(-3.14d, -2.7d));    }    /**     * @title Arguments = Double.MAX_VALUE, Double.NaN     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/mul_double/Test_mul_double.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.add_float_2addr.Test_add_float_2addr"	"testN1"	""	"1: 14"	"([2:/dot/junit/opcodes/add_float_2addr/Test_add_float_2addr.java]:[14]:[2]:method_text:[ertEquals(5.84f, t.run(2.7f, 3.14f));    }    /**     * @title Arguments = 0, -3.14f     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/add_float_2addr/Test_add_float_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.add_float_2addr.Test_add_float_2addr"	"testN2"	""	"1: 14"	"([3:/dot/junit/opcodes/add_float_2addr/Test_add_float_2addr.java]:[14]:[3]:method_text:[Equals(-3.14f, t.run(0, -3.14f));    }    /**     * @title Arguments = -3.14f, -2.7f     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/add_float_2addr/Test_add_float_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.add_float_2addr.Test_add_float_2addr"	"testN3"	""	"1: 14"	"([1:/dot/junit/opcodes/add_float_2addr/Test_add_float_2addr.java]:[14]:[1]:method_text:[run(-3.14f, -2.7f));    }    /**     * @title Arguments = Float.MAX_VALUE, Float.NaN     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/add_float_2addr/Test_add_float_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_int_2addr.Test_sub_int_2addr"	"testN3"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java]:[14]:[1]:method_text:[Equals(65536, t.run(0, -65536));    }    /**     * @title Arguments = 0, -2147483647     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_int_2addr.Test_sub_int_2addr"	"testN4"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java]:[14]:[1]:method_text:[E, t.run(0, -2147483647));    }    /**     * @title Arguments = 0, Integer.MAX_VALUE     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_int_2addr.Test_sub_int_2addr"	"testB1"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java]:[14]:[1]:method_text:[X_VALUE));    }    /**     * @title Arguments = Integer.MAX_VALUE, Integer.MAX_VALUE     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_int_2addr.Test_sub_int_2addr"	"testB6"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java]:[14]:[1]:method_text:[n(0, -Integer.MIN_VALUE));    }    /**     * @title Arguments = Integer.MAX_VALUE, 1     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_int_2addr.Test_sub_int_2addr"	"testB7"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java]:[14]:[1]:method_text:[un(Integer.MAX_VALUE, 1));    }    /**     * @title Arguments = 1, Integer.MIN_VALUE     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_int_2addr.Test_sub_int_2addr"	"testB8"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java]:[14]:[1]:method_text:[N_VALUE));    }    /**     * @title Arguments = Integer.MAX_VALUE, Integer.MIN_VALUE     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_int_2addr/Test_sub_int_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_long_2addr.Test_sub_long_2addr"	"testN1"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_long_2addr/Test_sub_long_2addr.java]:[14]:[1]:method_text:[11127348242l, 11111111114l));    }    /**     * @title Arguments = 0, 1111127348242l     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_long_2addr/Test_sub_long_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_long_2addr.Test_sub_long_2addr"	"testN2"	""	"1: 14"	"([1:/dot/junit/opcodes/sub_long_2addr/Test_sub_long_2addr.java]:[14]:[1]:method_text:[2l, t.run(0, 1111127348242l));    }    /**     * @title Arguments = 0, -11111111114l     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_long_2addr/Test_sub_long_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sub_long_2addr.Test_sub_long_2addr"	"testN3"	""	"1: 14"	"([2:/dot/junit/opcodes/sub_long_2addr/Test_sub_long_2addr.java]:[14]:[2]:method_text:[l, t.run(0, -11111111114l));    }    /**     * @title Arguments = 0l, Long.MAX_VALUE     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sub_long_2addr/Test_sub_long_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.filled_new_array_range.Test_filled_new_array_range"	"testVFE6"	""	"1: assign"	"([1:/dot/junit/opcodes/filled_new_array_range/Test_filled_new_array_range.java]:[assign]:[1]:method_text:[empt to instantiate String[] and fill it with reference to assignment-incompatible class     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/filled_new_array_range/Test_filled_new_array_range.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.check_cast.Test_check_cast"	"testN2"	""	"1: assign"	"([1:/dot/junit/opcodes/check_cast/Test_check_cast.java]:[assign]:[1]:method_text:[sertNull(t.run(null));    }    /**     * @title check assignment compatibility rules     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/check_cast/Test_check_cast.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sget_object.Test_sget_object"	"testVFE2"	""	"1: only"	"([1:/dot/junit/opcodes/sget_object/Test_sget_object.java]:[only]:[1]:method_text:[read object from long field - only field with same name but     * different type exists     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sget_object/Test_sget_object.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sget_object.Test_sget_object"	"testVFE14"	""	"2: only 14"	"([1:/dot/junit/opcodes/sget_object/Test_sget_object.java]:[14]:[1]:method_text:[    /**     *     * @constraint B13     * @title only field of different type exists)     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sget_object/Test_sget_object.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.sget_object.Test_sget_object"	"testVFE8"	""	"1: 14"	"([1:/dot/junit/opcodes/sget_object/Test_sget_object.java]:[14]:[1]:method_text:[**     *     * @constraint B1     * @title sget_object shall not work for char fields     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/sget_object/Test_sget_object.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.rem_double_2addr.Test_rem_double_2addr"	"testN1"	""	"1: 14"	"([1:/dot/junit/opcodes/rem_double_2addr/Test_rem_double_2addr.java]:[14]:[1]:method_text:[       assertEquals(2.7d, t.run(2.7d, 3.14d));    }    /**     * @title Dividend = 0     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/rem_double_2addr/Test_rem_double_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.rem_double_2addr.Test_rem_double_2addr"	"testN2"	""	"1: 14"	"([1:/dot/junit/opcodes/rem_double_2addr/Test_rem_double_2addr.java]:[14]:[1]:method_text:[    assertEquals(0d, t.run(0, 3.14d));    }    /**     * @title Dividend is negative     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/rem_double_2addr/Test_rem_double_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.rem_double_2addr.Test_rem_double_2addr"	"testN3"	""	"1: 14"	"([1:/dot/junit/opcodes/rem_double_2addr/Test_rem_double_2addr.java]:[14]:[1]:method_text:[un(-3.14d, 2.7d));    }    /**     * @title Arguments = Double.MAX_VALUE, Double.NaN     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/rem_double_2addr/Test_rem_double_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.aget_wide.Test_aget_wide"	"testN3"	""	"1: 14"	"([2:/dot/junit/opcodes/aget_wide/Test_aget_wide.java]:[14]:[2]:method_text:[5d, t.run(arr, 0));    }    /**     * @title expected ArrayIndexOutOfBoundsException     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/aget_wide/Test_aget_wide.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.rem_float_2addr.Test_rem_float_2addr"	"testVFE4"	""	"1: only"	"([1:/dot/junit/opcodes/rem_float_2addr/Test_rem_float_2addr.java]:[only]:[1]:method_text:[loats are not used interchangeably.     * Note: This test works only in ICS and beyond.     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/rem_float_2addr/Test_rem_float_2addr.java"	""	""	""
"9.1  . Permissions"	"9.1"	"C-0-14"	"9.1/C-0-14"	""	"""C-0-14] MUST only assign roles to applications with functionalities that meet the role requirements."""	""	"dot.junit.opcodes.rem_float_2addr.Test_rem_float_2addr"	"testN1"	""	"1: 14"	"([1:/dot/junit/opcodes/rem_float_2addr/Test_rem_float_2addr.java]:[14]:[1]:method_text:[       assertEquals(2.7f, t.run(2.7f, 3.14f));    }    /**     * @title Dividend = 0     */   ])"	"9.1 only assign applications role re_tag:(?<!/)C\-0\-14 meet requirements. 14 functionalities roles 9.1/C-0-14"	"/home/gpoor/cts-12-source/cts/tools/vm-tests-tf/src/dot/junit/opcodes/rem_float_2addr/Test_rem_float_2addr.java"	""	""	""
