"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.ManagedProfileProvisioningSingleAdminTest"	"removeTestUsers"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([14:/com/android/cts/devicepolicy/ManagedProfileProvisioningSingleAdminTest.java]:[DE]:[14]:method_text:[getDevice().uninstallPackage(SINGLE_ADMIN_PKG);        super.tearDown();    }    @FlakyTest   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileProvisioningSingleAdminTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.ManagedProfileProvisioningSingleAdminTest"	"testEXTRA_PROVISIONING_DEVICE_ADMIN_PACKAGE_NAME"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([4:/com/android/cts/devicepolicy/ManagedProfileProvisioningSingleAdminTest.java]:[DE]:[4]:method_text:[ileProvisioning"", mPrimaryUserId);        mProfileUserId = getFirstManagedProfileUserId();    }}])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileProvisioningSingleAdminTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.ManagedProfileTimeoutTest"	"testWorkProfileTimeoutBackground"	"CtsDevicePolicyManagerTestCases"	"1: DE"	"([1:/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java]:[DE]:[1]:method_text:[** Profile should get locked if it is in foreground but with no user activity. */    @LargeTest   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.ManagedProfileTimeoutTest"	"testWorkProfileTimeoutIdleActivity"	"CtsDevicePolicyManagerTestCases"	"1: DE"	"([1:/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java]:[DE]:[1]:method_text:[true);    }    /** User activity in profile should prevent it from locking. */    @FlakyTest   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.ManagedProfileTimeoutTest"	"testWorkProfileTimeoutUserActivity"	"CtsDevicePolicyManagerTestCases"	"1: DE"	"([1:/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java]:[DE]:[1]:method_text:[ /** Keep screen on window flag in the profile should prevent it from locking. */    @FlakyTest   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.ManagedProfileTimeoutTest"	"testWorkProfileTimeoutKeepScreenOnWindow"	"CtsDevicePolicyManagerTestCases"	"1: DE"	"([12:/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java]:[DE]:[12]:method_text:[%s %s/.TimeoutActivity"",                profileUserId, keepScreenOn, MANAGED_PROFILE_PKG));    }}])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/ManagedProfileTimeoutTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testDeviceOwnerSetup"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([3:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[3]:method_text:[ceOwnerSetup() throws Exception {        executeDeviceOwnerTest(""DeviceOwnerSetupTest"");    }   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testProxyStaticProxyTest"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([1:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[1]:method_text:[icProxyTest() throws Exception {        executeDeviceOwnerTest(""proxy.StaticProxyTest"");    }   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testProxyPacProxyTest"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([1:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[1]:method_text:[xyPacProxyTest() throws Exception {        executeDeviceOwnerTest(""proxy.PacProxyTest"");    }   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testRemoteBugreportWithTwoUsers"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([1:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[1]:method_text:[  } finally {            removeUser(userId);        }    }    @FlakyTest(bugId = 137071121)   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testCreateAndManageUser_LowStorage"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([6:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[6]:method_text:[                    ""settings delete global sys_storage_threshold_max_bytes"");        }    }   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testCreateAndManageUser_MaxUsers"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([5:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[5]:method_text:[eUser.     * {@link android.app.admin.DevicePolicyManager#getSecondaryUsers} is tested.     */   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-10"	"9.9.3/C-1-10"	"testUniqueDeviceAttestationUsingDifferentAttestationCert"	"""C-1-10] MUST be unique and distinct, in other words no user&#39;s CE or DE key matches any other user&#39;s CE or DE keys."""	""	"com.android.cts.devicepolicy.DeviceOwnerTest"	"testCreateAndManageUser_GetSecondaryUsers"	"CtsDevicePolicyManagerTestCases"	"2: CE DE"	"([2:/com/android/cts/devicepolicy/DeviceOwnerTest.java]:[DE]:[2]:method_text:[d.app.admin.DevicePolicyManager#switchUser} is tested.     */    @FlakyTest(bugId = 131743223)   ])"	"C-1-10 CE distinct testUniqueDeviceAttestationUsingDifferentAttestationCert user&#39;s keys unique DE key matches"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/DeviceOwnerTest.java"	""	""	""
