"Section"	"section_id"	"req_id"	"full_key"	"manual_search_terms"	"requirement"	"Test Availability"	"class_def"	"method"	"module"	"matched_terms"	"methods_string"	"search_terms"	"file_name"	"Comment(internal) e.g. why a test is not possible"	"CTS Bug Id"	"Test Level"
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"isHeadlessSystemUserMode"	"CtsDevicePolicyManagerTestCases"	"3: IV DE CE"	"([40:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[40]:method_text:[eDeviceOwnerAdmin(DEVICE_ADMIN_COMPONENT_FLATTENED);        }        super.tearDown();    }   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testInstallUpdateLogged"	"CtsDevicePolicyManagerTestCases"	"3: IV DE CE"	"([12:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[12]:method_text:[   executeDeviceTestMethodOnDeviceOwnerUser("".systemupdate.InstallUpdateTest"", testName);    }   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testSecurityLoggingWithSingleUser"	"CtsDevicePolicyManagerTestCases"	"4: IV DE ensure CE"	"([13:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[13]:method_text:[ce().setSetting(""global"", ""stay_on_while_plugged_in"", stayAwake);            }        }    }   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""	"Test Available"	"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testSetStorageEncryption"	"CtsDevicePolicyManagerTestCases"	"6: IV encryption DE storage ensure CE"	"([12:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[12]:method_text:[me, testClassName,                    ""testDisablingSecurityLogging"", userId);        }    }   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testSuspendPackage"	"CtsDevicePolicyManagerTestCases"	"3: IV DE CE"	"([1:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[1]:method_text:[testSuspendPackage() throws Exception {        super.testSuspendPackage();    }    @Override   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testSuspendPackageWithPackageManager"	"CtsDevicePolicyManagerTestCases"	"3: IV DE CE"	"([1:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[1]:method_text:[() throws Exception {        super.testSuspendPackageWithPackageManager();    }    @Override   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testCreateAdminSupportIntent"	"CtsDevicePolicyManagerTestCases"	"3: IV DE CE"	"([1:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[1]:method_text:[rtIntent() throws Exception {        super.testCreateAdminSupportIntent();    }    @Override   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testPersistentIntentResolving"	"CtsDevicePolicyManagerTestCases"	"4: IV persistent DE CE"	"([1:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[1]:method_text:[solving() throws Exception {        super.testPersistentIntentResolving();    }    @Override   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testDisallowAutofill_allowed"	"CtsDevicePolicyManagerTestCases"	"4: IV DE CE key key"	"([1:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[key]:[1]:method_text:[ser(                DEVICE_ADMIN_PKG, "".AffiliationTest"", ""testSetAffiliationId1"", userId);    }}])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
"9.9.3  . Encryption Methods"	"9.9.3"	"C-1-17"	"9.9.3/C-1-17"		"""C-1-17] MUST ensure that all encrypted filesystem metadata blocks on persistent storage were encrypted using distinct combinations of encryption key and initialization vector (IV). Have keys protecting CE and DE storage areas which:"""		"com.android.cts.devicepolicy.MixedDeviceOwnerTest"	"testSecurityLoggingDelegate"	"CtsDevicePolicyManagerTestCases"	"4: encryption DE storage CE"	"([15:/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java]:[CE]:[15]:method_text:[ncryption(ComponentName, boolean)}     * is only allowed for system user.     */    @Override   ])"	"encrypted areas using IV persistent distinct encryption C-1-17 filesystem DE combinations blocks which: initialization storage protecting metadata ensure Have vector CE key keys"	"/home/gpoor/cts-12-source/cts/hostsidetests/devicepolicy/src/com/android/cts/devicepolicy/MixedDeviceOwnerTest.java"			
